Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
evz.ro,evz.ro,100064545585845,NEWS_SITE,RO,Cel mai bun portal de stiri. Știri la zi. Emisiuni TV tip pamflet. Dezvăluiri istorice. Anchete și in,2010-06-03 12:13:52,140121,253290,2023-07-08 12:20:11 EET,2023-07-08,12:20:11,Photo,26,15,1,5,0,0,5,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064545585845/posts/681805817314265,,https://www.facebook.com/photo.php?fbid=681805803980933&set=a.647486434079537&type=3,,"Copii cresc, soții îmbătrânesc, numai noi femeile rămânem tinere și frumoase",,,,,,26,-1.54
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,46900,67453,2023-07-06 11:02:09 EET,2023-07-06,11:02:09,Link,25,12,4,2,0,2,5,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/765553812242057,https://solidnews.ro/parteneri/2023/07/06/newsweek-cia-si-putin-s-au-inteles-asupra-regulilor-razboiului-cu-trei-luni-inainte-de-invazia-ucrainei/,https://solidnews.ro/parteneri/2023/07/06/newsweek-cia-si-putin-s-au-inteles-asupra-regulilor-razboiului-cu-trei-luni-inainte-de-invazia-ucrainei/,,,Newsweek: CIA și Putin s-au înțeles asupra regulilor războiului cu trei luni înainte de invazia Ucrainei - Solid News,"In noiembrie 2021, cu trei luni înainte de invazie, Biden l-a trimis pe seful CIA, William Burns, la Moscova pentru a avertiza Kremlinul de consecințele oricărui atac. Deși președintele rus l-a respins pe emisarul lui Biden, el a fost de acord să vorbească cu Burns printr-un telefon securizat...",,,,25,-1.4
Truth For Life,AdevarPentruViata,100081871479176,MEDIA,RO,The Truth will set you free,2018-04-25 17:52:49,82888,121056,2023-07-06 15:01:04 EET,2023-07-06,15:01:04,Photo,25,12,9,3,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100081871479176/posts/252645040807877,,https://www.facebook.com/ProadventRomania/photos/a.1698948117046581/3494572420817466/?type=3,,"HOLINESS ASSENEOESOFGOD Apoi am auzit din cer un alt glas, care zicea: „IEŞIȚI DIN EPISCOPALIAN MIJLOCUL El, ORTHODOX LUTHERAN POPORUL MEU! SEVENTH DAY ADVENTIST APOSTOLICI RESBYTERIAN Apocalipsa EVANGELICAL 18:4 JEHOVAH'S WITNESS METHODIST PENTECOSTAL CHURCH OF CHRIST BAPTIST CATHOLIC Punctele comune care compun vinul Babilonului: PRLADVENT 1. Trinitatea 2. Duminica 3. Botezul trinitar Nemurirea sufletului Chinurile veÈnice 4. 5.",PROADVENT,"”Dumnezeu are o biserică. Nu este o catedrala mare, nici cea stabilita oficial, nici diferitele confesiuni; ci poporul care iubeste pe Dumnezeu și păzește poruncile Lui. ""Căci acolo unde sunt doi sau trei adunați în numele Meu, acolo sunt și Eu în mijlocul lor."" Matei 18:20. Deși Hristos este chiar printre puținii umili, aceasta este biserica Sa, pentru că numai prezența Celui Preaînalt, care locuiește în veșnicii poate constitui o biserică.”{UL 315.5}ed.engleza.

”Domnul Isus va avea întotdeauna un popor ales să-l slujească. Când poporul evreu au respins pe Hristos, Prințul vieții, El a luat de la ei împărăția lui Dumnezeu și a dat-o neamurilor. Dumnezeu continuă să lucreze în conformitate cu acest principiu în fiecare ramură a activității sale. Când o biserică se dovedește necredincioasă față de lucrarea Domnului, indiferent de cât de mare și sfântă ar putea fi chemarea lor, Dumnezeu nu poate continua să lucreze cu ei. Altii sunt apoi aleși să poarte responsabilități importante. Dar, în cazul în care aceștia, la rândul lor, nu purifica viața lor de fiecare acțiune greșită, dacă nu stabilesc principii curate și sfinte în toate frontierele lor, atunci Domnul îi va umili și, dacă nu se pocăiesc, îi va lua din locul lor și vor fi dezonorați ...”{EG White, UL 131.3, Alza tus ojos,p. 129,3}

”Suntem în primejdia de a deveni o soră a Babilonului decăzut, îngăduind bisericilor noastre să fie stricate, pline de un spirit dezgustător, o colivie pentru tot felul de păsări necurate şi scârboase; oare vom ajunge noi curaţi fără să încercăm în mod hotărât să tratăm răul existent?” {MCS 188.3, MS 21,pag.380, Letter 51, 6 sep.1886}

”Dar slava Domnului s-a depărtat de Israel; deși mulți continuă să observe formele religiei, puterea și prezența Sa lipsesc.” {5M 210.2}

""Am văzut că Tatăl nostru are copii sinceri printre adventiștii cu numele și bisericile căzute, și înainte ca plăgile să fie vărsate, lideri și oameni vor fi chemați afară din aceste biserici și vor primi cu bucurie adevărul. Satana știe aceasta; și înainte ca marea strigare a îngerului al treilea să fie dată, el creează o stare de emoție în aceste organisme religioase, ca cei care au respins adevărul să creadă că Domnul este cu ei. ""{EW, p 261}.
Vestea cea mai înfricoșătoare de aici, este profeția că cei care vor respinge apelul ca să iasă din bisericile AZȘ și din bisericile căzute vor experimenta o ""emoție”, provenind de la Satan pentru ai înșela să creadă că Domnul este cu ei.
""Mi s-a arătat nevoia de separare a celor care cred că noi avem ultima solie de îndurare, de cei care sunt îmbibaţi zilnic cu noi erori. Am văzut că nici tânăr, nici bătrân nu ar trebui să participe la adunări, pentru că este greşit, atâta timp cât, sunt încurajaţi să învețe o eroare care este o otravă mortală pentru suflet și să învețe ca doctrine poruncile oamenilor. Influența acestor adunări nu este bună. Dacă Domnul ne-a eliberat din astfel de întuneric și de eroare, ar trebui să stăm tari în libertatea în care El ne-a eliberat și să ne bucurăm de adevăr. Domnul este nemulţumit de noi când mergem să ascultăm erori, fără a fi obligați să mergem; cu excepția cazului în care El ne trimite la acele întâlniri unde eroarea este forțată, iniţial, la oameni prin puterea voinței. El nu ne va ține.
Îngerii nu-şi mai îndreaptă grija lor atentă asupra noastră, și suntem lăsați pradă loviturilor vrăjmașului, care urmăreşte să fim orbiţi și slăbiţi de el și de puterea îngerilor lui răi; iar lumina din jurul nostru să devină contaminată de întuneric. ""{Scrieri Timpurii, 124,3}

Dumnezeu Îşi pune deoparte un popor şi îi pregăteşte pe ai Săi să stea ca unul singur, uniţi, să vorbească aceleaşi lucruri şi astfel să împlinească rugăciunea lui Hristos pentru ucenicii Săi... Oameni care, potrivit Cuvântului lui Dumnezeu, fac tot ce le stă în putere pentru a fi una, care sunt întemeiaţi în solia celui de-al treilea înger, sunt priviţi cu suspiciune pe motivul că ei îşi extind lucrarea şi adună suflete de partea adevărului. (1M 417.3-4)

”Atenția mi-a fost îndreptată către aceia care pretind că sunt adventiști, dar care resping adevărul prezent și am văzut că grupul lor se fărâmița și că mâna Domnului se afla în mijlocul lor pentru a-i dezbina și împrăștia acum, în vremea secerișului, astfel încât mărgăritarele prețioase, aflate printre ei, care au fost amăgite anterior, să poată avea ochii deschiși pentru a vedea care este starea lor reală. Și acum, când le este prezentat adevărul de către solii Domnului, ei sunt pregătiți să asculte și să-i vadă frumusețea și armonia și să se despartă de rătăcirile și DE CEI CU CARE SE ÎNTOVĂRĂȘISERĂ ÎNAINTE, să îmbrățișeze adevărul prețios și să stea acolo unde își pot defini poziția.” {ST 69.2}

”A avut loc o ieşire, o categorică despărţire de cei nelegiuiţi, o fugă pentru a scăpa cu viaţă. Aşa a fost în zilele lui Noe; aşa s-au petrecut lucrurile cu Lot; aşa a fost cu ucenicii înainte de distrugerea Ierusalimului şi aşa va fi în zilele din urmă. (truncated)",,,,25,-3.44
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90969,2023-07-07 16:57:39 EET,2023-07-07,16:57:39,Link,24,5,2,4,0,0,0,0,13,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/726600202809484,"Renate Weber s-a întors la dragostea dintâi: activismul soroșist. Claudia Marcu: Avocatul Poporului, front comun cu USR și activiștii de mediu. Atac la securitatea energetică a țării",https://www.activenews.ro/opinii/Renate-Weber-s-a-intors-la-dragostea-dintai-activismul-sorosist.-Claudia-Marcu-Avocatul-Poporului-front-comun-cu-USR-si-activistii-de-mediu.-Atac-la-securitatea-energetica-a-tarii-183012,,,"Renate Weber s-a întors la dragostea dintâi: activismul soroșist. Claudia Marcu: Avocatul Poporului, front comun cu USR și activiștii de mediu. Atac la securitatea energetică a țării","Cel mai important proiect energetic al țării a fost atacat la Curtea Constituțională chiar de Avocatul Poporului - Renate Weber, fosta directoare a Fundației Soros România -, care s-a ...",,,,24,-1.42
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89804,90971,2023-07-06 11:40:26 EET,2023-07-06,11:40:26,Link,24,5,2,6,0,3,0,2,6,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/725682282901276,"BOMBĂ! ROMÂNIA A CHELTUIT 1,26 MILIARDE DE EURO PENTRU REFUGIAȚII UCRAINENI",https://www.activenews.ro/opinii/ROMANIA-A-CHELTUIT-1-26-MILIARDE-DE-EURO-PENTRU-REFUGIATII-UCRAINENI-182978,,,"ROMÂNIA A CHELTUIT 1,26 MILIARDE DE EURO PENTRU REFUGIAȚII UCRAINENI","Guvernele țărilor europene au cheltuit deja peste 43 de miliarde de euro pentru primirea refugiaților din Ucraina se arată în date livrate de la Institutul de Economie Mondială din Kiel, ...",,,,24,-1.58
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,46918,67471,2023-07-08 11:32:47 EET,2023-07-08,11:32:47,Link,23,21,1,0,0,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/767195928744512,https://solidnews.ro/parteneri/2023/07/08/bud-light-nu-se-mai-situeaza-printre-primele-10-beri-din-america/,https://solidnews.ro/parteneri/2023/07/08/bud-light-nu-se-mai-situeaza-printre-primele-10-beri-din-america/,,,Bud Light nu se mai situează printre primele 10 beri din America - Solid News,"Brandul a căzut de pe locul său ca a noua cea mai populară bere anul trecut până pe locul 14 Watch the latest video at foxnews.com Odată cea mai vândută bere din SUA, Bud Light nu mai este pe lista celor mai populare 10 beri ale SUA, după ce s-a asociat cu activistul și influencerul […]",,,,23,-1.52
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90969,2023-07-07 21:28:20 EET,2023-07-07,21:28:20,Link,23,21,0,1,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/726760826126755,"Părintele Bogdan Florin Vlaicu dezbate despre a două conferință Românii vs Marea Resetare cu dr. Carmen Otelea, dr. Geanina Hagima și dr. Damian Baciu. VIDEO ÎN DIRECT",https://www.activenews.ro/covid-conferinte/Parintele-Bogdan-Florin-Vlaicu-dezbate-despre-a-doua-conferinta-Romanii-vs-Marea-Resetare-cu-dr.-Carmen-Otelea-dr.-Geanina-Hagima-si-dr.-Damian-Baciu.-VIDEO-IN-DIRECT-183020,,,"Părintele Bogdan Florin Vlaicu dezbate despre a două conferință Românii vs Marea Resetare cu dr. Carmen Otelea, dr. Geanina Hagima și dr. Damian Baciu. VIDEO ÎN DIRECT","Părintele Bogdan Florin Vlaicu ne invită la cursul 113 de vindecare sufletească la vremea crizei cu mască: o dezbatere cu invitații săi speciali, dr. Carmen Otelea, medic radiolog la spitalul ...",,,,23,-1.48
Peter Costea,PeterCosteaEuroparlamentar,100044605891725,PERSON,RO,"Președinte Alianța Renașterea Națională

https://costea-parlamentuleuropean.ro/c-v-peter-costea/",2013-12-30 19:27:39,23496,26390,2023-07-09 19:58:27 EET,2023-07-09,19:58:27,Link,22,17,0,4,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100044605891725/posts/822234265940096,"Invitație la Hațeg – Luna Iunie, Luna Identității Creștine Românești Am acceptat, nu fără emoția provocării aduse vieții mele aglomerate, investiția de timp şi energie într-un proiect de care în mod clar avem nevoie și noi și generațiile următoare – copiii noștrii, nepoții noştri. Sunt Mircea Neiconi şi reprezint pentru acest proiect județul Hunedoara, mi-l asum, împreună cu echipa inițiativei și împreună cu așa de mulți oameni cu credință în Dumnezeu, din diferite denominațiuni creștine și ONG-uri, care sunt conștienți de importanța creștinismului atât în istoria neamului nostru, dar mai ales acum în vremurile noastre când asistăm la un atac asupra valorilor noastre curate, clare, ancorate în Scriptura. Îmi este clar că un asemenea demers poate să aducă roade doar lucrând și luând atitudine împreună. Haideți să atragem atenția neamului nostru asupra frumoasei identități creștine, declarând luna iunie, pentru poporul român, ca Luna a Identității Creștine Românești. Proiectul de lege ( https://identitate-crestina.ro/wp-content/uploads/2023/05/Proiect-de-lege-expunere-de-motive-luna-identitatii-crestine.pdf ) a fost depus la Monitorul Oficial. Pe pagina oficială a inițiativei găsiți mai multe informații ( https://identitate-crestina.ro/ ). Pentru a deveni lege el trebui depus împreună cu 100.000. de semnături la Parlamentul României pentru a fi votat ca lege. Vă propun să ne organizăm împreună pentru a susține în județul Hunedoara, dar şi în județele din jur proiectul identității creștine. Invităm liderii crestini din cultele religioase româneşti împreună cu reprezentanți şi oamenii cu respect pentru valorile creştine şi pentru familia tradițională, dispuși să se implice în strângerea de semnături. Sunt bineveniti și reprezentanti de ONG-uri şi organizații creştine. Vă aşteptăm MARȚI, 11 IULIE, LA ORA 18:00 LA BISERICA QUO VADIS HAȚEG pentru a ne cunoaște şi a ne organiza. Locația: https://maps.app.goo.gl/QZdG1txmQVApbkmz5?g_st=im:=:https://maps.google.com/maps?q=Biserica+Quo+Vadis%2C+Strada+Matei+Corvin+17%2C+Ha%C8%9Beg+335500&ftid=0x474e655a904221f3%3A0xcf5c05e5cd54dfd2&hl=ro-RO&gl=ro&entry=gps&lucs=%2C47071704&g_ep=CAISBjYuNzEuMhgAINeCAyoJLDQ3MDcxNzA0QgJSTw%3D%3D&g_st=im Va participa la eveniment domnul Viorel Iuga, preşedintele Alianței Evanghelice din România care ne susține și care va avea un mesaj motivator. Vom avea și un timp de relaționare şi o gustare în holul bisericii. Vă recomand una dintre luările de poziție față de initiațivă: - Pastor Cristian Barbosu - https://fb.watch/lvzSRPrXVf/ Vom avea pregătite dosare cu listele de semnături și informațile necesare pentru buna desfășurare a proiectului. Vă rugăm confirmați participarea şi numărul de participanți: - Tel. 0744667442 Mircea Neiconi - Tel. 0768609442 Nicoleta Boghian - Email: office1@adaconi.ro - Email: mircica@adaconi.ro - Vă aștept cu drag, Mircea Neiconi, reprezentantul inițiativei pentru județul Hunedoara, un prieten .",https://identitate-crestina.ro/wp-content/uploads/2023/05/Proiect-de-lege-expunere-de-motive-luna-identitatii-crestine.pdf,,,identitate-crestina.ro,,,,,22,-2.86
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89803,90967,2023-07-09 17:44:15 EET,2023-07-09,17:44:15,Native Video,22,15,0,3,3,0,0,0,0,1,owned,Yes,151,157,0,00:02:54,https://www.facebook.com/100063785333040/posts/728074875995350,Părintele Amfilohie la Valea Uzului - 8 iulie 2023,https://www.facebook.com/activenewsro/videos/133500989772155/,,,Părintele Amfilohie la Valea Uzului - 8 iulie 2023,,,,,22,-2.45
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89804,90971,2023-07-06 14:54:05 EET,2023-07-06,14:54:05,Link,22,3,3,2,0,0,12,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/725795276223310,https://www.activenews.ro/stiri/Pamblica-politicienii-si-podul-182982,https://www.activenews.ro/stiri/Pamblica-politicienii-si-podul-182982,,,"”Pamblica”, politicienii și podul","Marele pod peste Dunăre s-a deschis azi. La ora 13. Nu pentru că mai aveau treabă de dimineață la el, ci pentru că la ora aia pot veni ștabii care trebuie să taie ""pamblica"". Nu ...",,,,22,-1.73
Sorin Rosca Stanescu,srstanescu,100044539801836,JOURNALIST,RO,"Jurnalist de investigatii extrem de incisiv, imi asum riscuri majore in lupta impotriva hotiei si ne",2012-11-01 10:27:57,76288,77204,2023-07-07 12:07:31 EET,2023-07-07,12:07:31,YouTube,22,16,1,1,0,1,3,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100044539801836/posts/828589111969075,https://youtube.com/watch?v=97pE-2lJnyg&feature=shareb:=:https://www.youtube.com/watch?v=97pE-2lJnyg,https://youtube.com/watch?v=97pE-2lJnyg&feature=shareb,https://www.youtube.com/watch?v=97pE-2lJnyg,,Se sucește planeta?,Ia pastila SRS,,,,22,-3.18
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,46900,67453,2023-07-06 18:30:31 EET,2023-07-06,18:30:31,Link,21,15,0,3,0,3,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/765839152213523,https://solidnews.ro/parteneri/2023/07/06/dezvaluiri-bomba-despre-interesele-imobiliare-ale-grupului-de-la-cluj-caracatita-relatiilor-sus-puse-devoalata/,https://solidnews.ro/parteneri/2023/07/06/dezvaluiri-bomba-despre-interesele-imobiliare-ale-grupului-de-la-cluj-caracatita-relatiilor-sus-puse-devoalata/,,,"Dezvăluiri-bombă despre interesele imobiliare ale grupului de la Cluj. Caracatița relațiilor sus-puse, devoalată - Solid News","Noi acuzații grave la adresa așa-numitului grup de la Cluj. Într-o intervenție în direct la Realitatea Plus, Mihai Curteanu, președintele asociației Metro Urban, a afirmat că liderii acestei grupări ar fi încălcat legislația și reglementările, cu presupusa complicitate a unor funcțion...",,,,21,-1.81
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,46900,67453,2023-07-06 08:25:49 EET,2023-07-06,08:25:49,Link,21,7,8,1,0,0,0,0,5,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/765469725583799,https://solidnews.ro/parteneri/2023/07/06/breasla-stomatologilor-isi-distruge-breslasii/,https://solidnews.ro/parteneri/2023/07/06/breasla-stomatologilor-isi-distruge-breslasii/,,,Breasla stomatologilor își distruge breslașii - Solid News,"Autor: Marius Ghilezan Cele două decizii ale Colegiului Medicilor Stomatologi din România, publicate de Monitorul Oficial al României, în urmă cu doar câteva zile, lasă peste 15.000 de membri cu ochii-n soare. Cazul este unic. Niciodată vreo breaslă nu s-a îndreptat împotriva breslașilor...",,,,21,-1.71
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90969,2023-07-07 13:50:17 EET,2023-07-07,13:50:17,Link,21,9,4,2,0,0,6,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/726487266154111,https://www.activenews.ro/opinii/Martirizarea-Gretei-%E2%80%93-Spre-o-Ioana-d%E2%80%99Arc-a-Climatului-183008,https://www.activenews.ro/opinii/Martirizarea-Gretei-%E2%80%93-Spre-o-Ioana-d%E2%80%99Arc-a-Climatului-183008,,,Martirizarea Gretei – Spre o Ioana d’Arc a Climatului?,"Fetița cu codițe din Stockholm, care a lăsat baltă școala ca să lupte pentru salvarea planetei, a îmbătrânit. Și-a pierdut principalul atu: Copilăria. Greta Thunberg a fost pusă sub ...",,,,21,-1.62
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90969,2023-07-07 11:07:39 EET,2023-07-07,11:07:39,Link,21,4,2,4,0,3,1,1,6,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/726406502828854,"Drepturile omului, în pericol! SUA trimit Ucrainei muniție cu dispersie, interzisă de peste 100 de țări. De ce reprezintă un risc pe termen lung pentru viețile civililor",https://www.activenews.ro/stiri/Drepturile-omului-in-pericol-SUA-trimit-Ucrainei-munitie-cu-dispersie-interzisa-de-peste-100-de-tari.-De-ce-reprezinta-un-risc-pe-termen-lung-pentru-vietile-civililor-183004,,,"Drepturile omului, în pericol! SUA trimit Ucrainei muniție cu dispersie, interzisă de peste 100 de țări. De ce reprezintă un risc pe termen lung pentru viețile civililor","Statele Unite intenționează să trimită Ucrainei muniție cu dispersie, care poate oferi un nou element puternic pentru contraofensiva ucraineană, au anunțat joi oficiali americani, în ciuda ...",,,,21,-1.62
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89804,90971,2023-07-06 16:36:58 EET,2023-07-06,16:36:58,Link,21,6,1,2,0,0,0,10,2,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/725858956216942,"6 iulie 1949, a două operațiune de deportare a românilor din Basarabia de către Rusia sovietică. PREMIERĂ: Arhivele Naționale de la Chișinău pun la dispoziție listele NKVD cu 35.144 de basarabeni trimiși în Siberia și Kazahstan. DOCUMENTE AICI",https://www.activenews.ro/cultura-istorie/6-iulie-1949-a-doua-operatiune-de-deportare-a-romanilor-din-Basarabia-de-catre-Rusia-sovietica.-PREMIERA-Arhivele-Nationale-de-la-Chisinau-pun-la-dispozitie-listele-NKVD-cu-35.144-de-basarabeni-trimisi-in-Siberia-si-Kazahstan.-DOCUMENTE-AICI-120088,,,"6 iulie 1949, a două operațiune de deportare a românilor din Basarabia de către Rusia sovietică. PREMIERĂ: Arhivele Naționale de la Chișinău pun la dispoziție listele NKVD cu 35.144 de basarabeni trimiși în Siberia și Kazahstan. DOCUMENT",La 6 iulie se împlinesc 74 de ani de la cea mai mare operațiune de deportare a românilor din Basarabia organizată de NKVD-ul sovietic. Deportările din noaptea de 5 spre 6 iulie 1949 (operațiune ...,,,,21,-1.71
Sorin Rosca Stanescu,srstanescu,100044539801836,JOURNALIST,RO,"Jurnalist de investigatii extrem de incisiv, imi asum riscuri majore in lupta impotriva hotiei si ne",2012-11-01 10:27:57,76277,77194,2023-07-06 14:48:36 EET,2023-07-06,14:48:36,YouTube,21,13,3,2,0,1,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100044539801836/posts/827942468700406,,https://youtube.com/watch?v=ci_OBZTbgrQ&feature=shareb,https://www.youtube.com/watch?v=ci_OBZTbgrQ,,RCA pe trotinete,Ia pastila SRS,,,,21,-3.33
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,46924,67477,2023-07-09 15:00:40 EET,2023-07-09,15:00:40,Link,20,19,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/768076558656449,https://solidnews.ro/politica/2023/07/09/gusa-serviciile-secrete-au-recrutat-jurnalisti-in-mod-excesiv-si-samavolnic-asa-s-au-distrus-presa-si-libertatea-de-expresie-in-romania/,https://solidnews.ro/politica/2023/07/09/gusa-serviciile-secrete-au-recrutat-jurnalisti-in-mod-excesiv-si-samavolnic-asa-s-au-distrus-presa-si-libertatea-de-expresie-in-romania/,,,"Gușă: Serviciile secrete au recrutat jurnaliști în mod excesiv și samavolnic, așa s-au distrus presa și libertatea de expresie în România! - Solid News","Analistul politic Cozmin Gușă a vorbit, în emisiunea „România la apel”, prezentată de Raul Giuglea la Realitatea Plus, despre operațiunea extrem de periculoasă și de nocivă a serviciilor secrete care au parazitat presa și au distrus libertatea de exprimare din România. Colonelul în r...",,,,20,-1.6
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90969,2023-07-07 09:21:07 EET,2023-07-07,09:21:07,Link,19,3,4,1,0,0,0,11,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/726355799500591,Magdalena Radu: Numitorul comun al scandalului si abominațiilor petrecute in azilurile din Volutari și nu numai de acolo este reprezentat de neputința in toate formele ei,https://www.activenews.ro/opinii/Magdalena-Radu-Numitorul-comun-al-scandalului-si-abominatiilor-petrecute-in-azilurile-din-Volutari-si-nu-numai-de-acolo-este-reprezentat-de-neputinta-in-toate-formele-ei-182999,,,Magdalena Radu: Numitorul comun al scandalului si abominațiilor petrecute in azilurile din Volutari și nu numai de acolo este reprezentat de neputința in toate formele ei,E neputința bătrânului ajuns la apusul vieții care nu isi mai poate gestiona singur existența și ajunge dependent de o forma comunitară de îngrijire.  E neputința familiei de a ...,,,,19,-1.84
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89804,90971,2023-07-06 14:54:16 EET,2023-07-06,14:54:16,Link,19,1,4,3,0,0,3,2,6,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/725795366223301,https://www.activenews.ro/stiri/Netanyahu-incearca-friptura-de-peste-realizata-la-imprimanta-3D.-VIDEO-182981,https://www.activenews.ro/stiri/Netanyahu-incearca-friptura-de-peste-realizata-la-imprimanta-3D.-VIDEO-182981,,,Netanyahu încearcă friptura de pește realizată la imprimantă 3D. VIDEO,"Steakholder Foods, un startup din Israel, a creat o bucată de doradă imprimată 3D – „o piatră de hotar majoră în industria alimentară”, spune CEO-ul companiei, Arik Kaufman, potrivit ...",,,,19,-2
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89804,90971,2023-07-06 14:48:52 EET,2023-07-06,14:48:52,Link,19,12,0,5,0,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/725792342890270,https://www.activenews.ro/opinii/Pedeapsa-Imperiului-Asistam-la-o-Sacrificare-ritualica-a-Frantei-182986,https://www.activenews.ro/opinii/Pedeapsa-Imperiului-Asistam-la-o-Sacrificare-ritualica-a-Frantei-182986,,,Pedeapsa Imperiului: Asistăm la o Sacrificare ritualică a Franței?,În spatele războiului civil care distruge Franța par să se ascundă interese și jocuri mult mai mari decât o arată aparențele din stradă. O analiză a lui Alex Krainer pe Substack pe care ...,,,,19,-2
Sorin Rosca Stanescu,srstanescu,100044539801836,JOURNALIST,RO,"Jurnalist de investigatii extrem de incisiv, imi asum riscuri majore in lupta impotriva hotiei si ne",2012-11-01 10:27:57,76277,77194,2023-07-06 14:30:12 EET,2023-07-06,14:30:12,YouTube,19,14,1,2,0,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100044539801836/posts/827932095368110,,https://youtube.com/watch?v=j4Gcd_WT9-A&feature=shareb,https://www.youtube.com/watch?v=j4Gcd_WT9-A,,Generalii demisi de Helvic,Ia pastila SRS,,,,19,-3.68
