Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Subiectiv cu Razvan Dumitrescu,Subiectiv.RazvanDumitrescu,100047456172747,JOURNALIST,RO,Pagina oficiala de facebook a emisiunii Subiectiv.,2011-09-16 12:21:08,272497,366178,2023-08-19 17:47:58 EET,2023-08-19,17:47:58,Link,348,69,101,30,0,9,81,5,53,0,,-,0,0,0,N/A,https://www.facebook.com/100047456172747/posts/815911016667430,Va surprinde?,https://www.stiripesurse.ro/alerta-la-nivel-mondial-o-noua-varianta-de-covid-se-raspandeste-ca-focul-a-suferit-peste-30-de-mutatii_3034548.html,,,Alertă la nivel mondial: o nouă variantă de Covid se răspândește ca focul. A suferit peste 30 de mutații,"O nouă variantă de COVID, cu peste 30 de mutaţii în proteina spike, care ar putea să provoace un val de infecţii, îngrijorează oamenii de știință,...",,,,-3.54
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89834,91188,2023-08-17 14:46:24 EET,2023-08-17,14:46:24,Link,303,106,40,79,0,3,2,18,53,2,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/753781486758022,"Cristian Niculescu: Credeați că am scăpat? Români, ni se pregătește o nouă țeapă! Se aude iar urletul sirenelor!",http://activenews.ro/opinii/Cristian-Niculescu-Credeati-ca-am-scapat-Romani-ni-se-pregateste-o-noua-teapa-Se-aude-iar-urletul-sirenelor-183795,https://www.activenews.ro/opinii/Cristian-Niculescu-Credeati-ca-am-scapat-Romani-ni-se-pregateste-o-noua-teapa-Se-aude-iar-urletul-sirenelor-183795,,"Cristian Niculescu: Credeați că am scăpat? Români, ni se pregătește o nouă țeapă! Se aude iar urletul sirenelor!","ROMÂNI, NI SE PREGĂTEȘTE O NOUĂ ȚEAPĂ! SE AUDE IAR URLETUL SIRENELOR! Auziți cum urlă iar ambulanțele, seara, în București, da? Într-un București cu străzi eliberate de cei ...",,,,5.61
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50013,103344,2023-08-18 13:33:29 EET,2023-08-18,13:33:29,Link,250,178,33,32,4,1,1,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/619680103485443,Gușă: Cum acționează rețeaua SOROS și cine-o coordonează cu adevărat. De ce s-a decis retragerea din Europa. ,https://solidnews.ro/externe/2023/08/18/gusa-cum-actioneaza-reteaua-soros-si-cine-o-coordoneaza-cu-adevarat-de-ce-s-a-decis-retragerea-din-europa/?amp,https://solidnews.ro/externe/2023/08/18/gusa-cum-actioneaza-reteaua-soros-si-cine-o-coordoneaza-cu-adevarat-de-ce-s-a-decis-retragerea-din-europa/,,Gușă: Cum acționează rețeaua SOROS și cine-o coordonează cu adevărat. De ce s-a decis retragerea din Europa. - Solid News,"Fundația Soros se pregătește să își sisteze majoritatea activităților din Uniunea Europeană. Motivul invocat ar fi că instituțiile și guvernele din Uniunea Europeană cheltuie mulți bani pe aceleași subiecte, alte regiuni ale lumii oferind posibilitatea ca Fundația Soros să opereze m...",,,,1.3
Iosefina Iosefina Pascal,IosefinaIosefinaPascal,100063953040074,NEWS_SITE,RO,"NU mor Iosefinele, cand vor cainii",2019-04-25 16:10:49,80689,90430,2023-08-17 11:42:52 EET,2023-08-17,11:42:52,Link,221,144,8,20,2,6,0,15,25,1,,-,0,0,0,N/A,https://www.facebook.com/100063953040074/posts/727560036052425,,https://www.facebook.com/100075946841726/posts/pfbid02udjbQEgy7GaYDCf76PYZPmVBm2LeSUb9VZtcYFagiJksGzCCvJV7enkGAF8P65zHl/,,,This is a re-share of a post,"Astăzi la GOLD FM la ora 16
Prăduirea Portului Constanța - avertismentele transportatorilor și traderilor⚠️

Isterie totală - fostul consilier al lui Zelensky face afirmații halucinante.😱 BONUS: F16 nu vor participa la contraofensivă🤦🏼‍♀️

Strategia Națională de Înțepare este în PNRR. 😨BONUS: Vor fi reintroduse restricțiile? Big Pharma face noi seruri!",,,,-2.22
Iosefina Iosefina Pascal,IosefinaIosefinaPascal,100063953040074,NEWS_SITE,RO,"NU mor Iosefinele, cand vor cainii",2019-04-25 16:10:49,80689,90430,2023-08-17 08:25:44 EET,2023-08-17,08:25:44,Native Video,221,167,12,34,4,2,0,0,1,1,share,Yes,1443,42376,0,00:11:37,https://www.facebook.com/100063953040074/posts/727436306064798,,https://www.facebook.com/IosefinaIosefinaPascal/videos/856793412015090/,,,Iosefina Iosefina Pascal,Cum au ajuns ONG-urile să controleze statul român și informații halucinante despre cum au pornit incendiile în Hawaii.,,,,-8.19
Diana Iovanovici Șoșoacă- Oficial,DianaSosoacaOficial,100064686406556,POLITICIAN,RO,"Diana Iovanovici-Șoșoacă, Senator - Pagina oficială de Facebook",2021-02-28 15:24:10,200897,454163,2023-08-18 10:25:34 EET,2023-08-18,10:25:34,Live Video Complete,189,110,9,32,35,0,3,0,0,0,share,No,1993,21793,0,01:34:23,https://www.facebook.com/100064686406556/posts/693283439504530,,https://www.facebook.com/cotidianul.bzi/videos/1441859523325503/,,,BZI,"Ediţie şoc BZI LIVE alături de senatorul de Iași, președintele S.O.S. România, Diana Șoșoacă. Dezvăluiri despre cine ar putea fi premierul României",,,,-3.76
Iosefina Iosefina Pascal,IosefinaIosefinaPascal,100063953040074,NEWS_SITE,RO,"NU mor Iosefinele, cand vor cainii",2019-04-25 16:10:49,80689,90430,2023-08-17 15:03:40 EET,2023-08-17,15:03:40,Live Video Complete,157,114,6,21,15,1,0,0,0,0,share,No,1235,3875,0,00:54:27,https://www.facebook.com/100063953040074/posts/727672136041215,,https://www.facebook.com/radiogoldfmromania/videos/321477950226189/,,,Radio Gold FM Romania,"17.08.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,-4.19
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89842,91239,2023-08-19 19:42:20 EET,2023-08-19,19:42:20,Link,151,35,19,11,0,11,1,73,1,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/755174169952087,,https://www.activenews.ro/stiri/Vicecampioana-mondiala-la-inot-gasita-moarta-in-pat-de-fiica-ei-de-patru-ani.-Tati-nu-pot-s-o-trezesc-pe-mama-.-Helen-Smart-avea-43-de-ani-183844,,,"Vicecampioană mondială la înot găsită moartă în pat de fiica ei de patru ani. “Tati, nu pot s-o trezesc pe mama"". Helen Smart avea 43 de ani","Lumea sportului a primit o nouă veste tragică, scrie Playsport. O fostă vicecampioană mondială s-a stins din viață subit, cu puțin timp în urmă, la doar 43 de ani. Fiica de patru ani a fost ...",,,,3.15
Iulian Capsali,iulian.capsali,100050173613486,PERSON,RO,"Biserica, Familia şi Țara. ",2014-04-14 09:07:40,23120,26954,2023-08-19 21:59:30 EET,2023-08-19,21:59:30,Status,144,81,11,34,16,0,1,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/100050173613486/posts/843308954018217,"NU VĂ TEMEȚI! Părerea mea este că plutocrația lumii dorește să oprească alegerile din anul viitor, indiferent prin ce mijloace. Plandemia covid s-a fâsâit; războiul nu s-a mondializat fiind ținut la foc mic de ruși ca să toace armamentul și economia Occidentului Colectiv; ""încălzirea globală"" e un trucaj pentru cei care stau cu ochii în televizoare și au IQ-ul Gretei; atacul extraterestru nu are încă mijloacele ""pirotehnice"" și hologramele necesare, dar acum văd că dementul senil de la Casa Albă inventează noi restricții pentru populație, întrucât mai au gloanțe biomedicale, denumite fals ca ""vaccinuri"", de tras în oameni. Vom avea, probabil, o nouă plandemie din toamnă. Pe fondul de instabilitate creată prin mașina de propagandă în vremea ""covidului'', globaliștii au falsificat alegerile din SUA, punând o piftie bătrână în Biroul Oval. A mers atunci, probabil că vor încerca același scenariu și acum. Oricum se dorește oprirea valului suveranist din Europa și păstrarea acestui statu-quo distructiv în SUA, iar pentru aceasta, globaliștii care instrumentalizează Guvernul Mondial (Marea Resetare) nu se vor da în lături de la nimic. La noi, securiștii de alde Rog au anunțat că vor avea grijă să nu iasă cine nu trebuie în alegeri. Junta securistă care conduce România, trădătorii care primesc ordinele Davos via CIA, vor ""face totul"" ca să-și păstreze controlul politic. Foarte probabil o vor împinge pe stalinista Kovesi la președinție, care are grijă în Consiliul European al UE ca familia Ursulei von der Leyen să prospere și se luptă cu corupția din Bulgaria, ca procuror șef la Parchetul European. Adică continuă munca de slugă globalistă începută în România, unde a distrus afaceri românești și a protejat corporațiile, iar batalioanele pavloviene #rezist sunt pregătite să o voteze. Nu doar ei. Din surse am aflat că STS, singurul serviciu secret care se ocupă în lumea ""civilizată"" de alegeri, o monstruasă mașinațiune securistă, a ajuns deja să poată influența rezultatele cu două cifre, nu cu una singură ca până acum. Ce să facem? Să nu ne temem! Nu-i mai lăsați să ne distrugă libertățile constituționale ca până acum. Să nu le permitem să ne oprească să mergem la slujbele din biserici, să ne oblige să facem școală online sau să ne pună botnițe la copii. Cereți alegeri libere (cred că nu le vor permite) și mergeți în centrele de votare ca observatori. Votați listele care conțin persoane care s-au dovedit în timp luptători pentru libertate și dreptate, care au denunțat revoluția sexomarxistă, parte a programului de implozie socială controlată, și vor să o stopeze definitiv pe meridian românesc. Dar mai ales umpleți bisericile, ca urgia globalistă, în spatele căreia stau legiunile de diavoli, să nu poată birui în Țară. Cu Dumnezeu înainte!",,,,,,,,,-4.24
Iulian Capsali,iulian.capsali,100050173613486,PERSON,RO,"Biserica, Familia şi Țara. ",2014-04-14 09:07:40,23119,26953,2023-08-17 21:07:21 EET,2023-08-17,21:07:21,Status,142,70,8,21,1,0,1,33,7,1,,-,0,0,0,N/A,https://www.facebook.com/100050173613486/posts/842307914118321,"O ȚARĂ NENOROCITĂ DE LICHELE Hala nouă Obor, la mezelurile (complet naturale, inclusiv parizerul) și pâinea secuiască, dar unde găsesc și cel mai bun cașcaval, mult peste cele titrate din alte țări cu tradiție veche în brânzeturi maturate: Torockoi (extra maturat), făcut în jud. Alba. E ceva special, pour le conneseur :) Ghinion, nu-l mai aveau, se dăduse tot. Îmi atrage atenția untul făcut în Ungaria de 83% grăsime, 10 lei. Lângă el, un unt făcut tot în secuime, aceeași cantitate, dublu preț - 20 lei. Aici se vede politica maghiară (a UE, în general) de subvenționare în agricultură; de asta a ajuns și untul franțuzesc mai ieftin decât cel românesc. Cea mai delirantă politică în agricultură din UE este a României. Industria alimentară a fost falimentată cu osârdie criminală, tocmai ca țara să nu producă mai nimic, să devenim o piață de desfacere pentru produsele lor. Iar forța de muncă ieftină locală să plece la cules de sparanghel, căpșuni șamd. Mă umplu de scârbă când mă gândesc la aceste gunoaie trădătoare care au distrus o țară cu potențial enorm. O țară care putea să dea de mâncare la jumătate de Europă, o țară bogată, o țară agricolă, importă peste 70% din alimente...",,,,,,,,,-4.3
Peter Costea,PeterCosteaEuroparlamentar,100044605891725,PERSON,RO,"Președinte Alianța Renașterea Națională

https://costea-parlamentuleuropean.ro/c-v-peter-costea/",2013-12-30 19:27:39,23623,26520,2023-08-17 10:48:06 EET,2023-08-17,10:48:06,Status,100,68,0,32,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100044605891725/posts/842535613909961,"Guvernul vrea să transforme România într-o dictatură a vaccinării. Ne opunem! Globalismul mărșăluiește înainte! Ne opunem! Organizația Mondială a Sănătății ne suprimă suveranitatea! Ne opunem! Guvernul Ciolacu devine o marionetă a OMS! Ne opunem! Pe vremea pandemiei, am explicat de multe ori de ce mă opun legilor care impun obligativitatea vaccinării. Revin astăzi cu câteva argumente în plus, având în vedere că Guvernul intenționează să adopte o lege care să ne-o impună. Spuneam în nenumărate rânduri că legea vaccinării subminează libertatea personală, în principal aceea de a alege, autonomia personală, dar mai ales drepturile parentale. Statul insistă că știe mai bine decât noi ce este bine pentru noi și copiii noștri, că există o singură alternativă a binelui, și că opiniile noastre nu contează. Există însă și alte motive pentru care legea vaccinării trebuie respinsă și pentru care mă opun obligativității vaccinării. Legea propusă subminează și libertatea religioasă și de conștiință și marginalizează creștinii. Indirect, le declară gândirea și doctrina incompatibile cu știința și cu presupusa infailibilitate a științei. De exemplu, pentru a fi produse, anumite vaccinuri folosesc material din fetusul abortat. Toți am observat pe etichetele multor produse un disclaimer de genul ""this product is not based on experiments on animals / fabricarea acestui produs nu a implicat experimente pe animale”. De ce oare acest disclaimer? Pentru că foarte mulți dintre noi ne împotrivim, din motive de conștiință și moralitate, violenței împotriva animalelor, iar unii dintre noi consideră experimentele medicale pe animale ca fiind imorale. De ce să nu aplicăm acest principiu al conștiinței și la vaccinurile care implică experimente pe fetusul uman? De ce să nu insistăm ca vaccinurile să aibă un disclaimer similar, că ele nu au implicat experimente pe fetusul uman? Oare nu e ființa umană nenăscută mai presus de un cimpanzeu? Lucrul acesta trebuie accentuat deoarece majoritatea creștinilor nu realizează că foarte multe vaccinuri au apărut ca urmare a experimentelor pe fetusul avortat. În acest sens, creștinii care se opun vaccinurilor bazate pe aceste experimente imorale trebuie apreciați. Privind excepțiile, România poate învăța de la țările cu o experiență mai vasta ca a noastră. În Statele Unite de exemplu, toate cele 50 de state impun vaccinări elevilor, dar cu excepții desemnate să respecte libertatea religioasă, de conștiință și de gândire. Link: https://www.ncsl.org/research/health/school-immunization-exemption-state-laws.aspx:=:https://www.ncsl.org/health/states-with-religious-and-philosophical-exemptions-from-school-immunization-requirements Toate statele SUA permit excepții de la vaccinarea obligatorie pe motive medicale, 45 pe motive religioase, iar 15 pe motive „personale, morale și alte credințe”. De exemplu, legile din Texas permit părinților să refuze vaccinarea copiilor lor prin „declarație semnată de adult ori de părinte care afirmă că ei resping vaccinarea de imunizare din motive de conștiință, inclusiv din motive de convingere religioasă / an affidavit signed by the applicant or, if a minor, by the applicant's parent or guardian stating that the applicant declines immunization for reasons of conscience, including a religious belief"". România tinde spre dictatură privind regimul vaccinării Unul dintre motive este că vocea creștinilor nu e auzita în interiorul Parlamentului României. Acolo nu avem o prezență serioasă care să ne prezinte punctele de vedere și care să modifice legile propuse într-un mod care să ne reflecte și să ne protejeze valorile și interesele. Alătură-te Alianței Renașterea Națională! Vă rugăm să alocați câteva secunde pentru a completa formularul de contact: https://aliantarenastereanationala.ro/contact:=:https://aliantarenastereanationala.ro/contact/",,,,,,,,,1.43
